Acc_X,Acc_Y,Acc_Z,AngV_X,AngV_Y,AngV_Z,Mag_X,Mag_Y,Mag_Z,Orin_X,Orin_Y,Orin_Z,Activity
-0.628244,3.094964,11.99336,0.504317,1.851769,1.181062,-8.262573,4.299367,-50.198902,-23.968172,-10.94228,1.916751,Jumping
-2.797982,2.43813,5.829777,0.251325,0.262939,1.305229,-7.038013,4.495214,-49.750088,-27.556016,-11.882042,2.695753,Jumping
-0.467628,1.843267,3.519631,0.607048,-0.424093,0.984328,-8.223019,3.940533,-49.250523,-30.29265,-13.582584,0.910664,Jumping
-0.688269,0.512534,3.28447,-0.024955,0.364233,0.765177,-7.535233,3.922846,-49.003788,-32.470125,-13.798742,1.169183,Jumping
-0.366438,-0.184267,3.575016,-0.012125,0.132581,0.983044,-6.944592,4.523726,-48.997829,-35.017361,-13.719697,1.091245,Jumping
0.690963,0.441731,2.814148,0.051843,0.673362,0.550891,-5.654591,4.335755,-49.094944,-36.612678,-13.883551,2.346327,Jumping
-0.439935,1.787433,4.525988,-0.46176,0.117277,0.494577,-4.879734,4.909295,-49.118885,-37.814359,-12.816968,2.619554,Jumping
0.689616,2.561324,10.505154,-0.683039,-0.415649,-0.035647,-5.994911,6.186459,-48.836468,-37.692622,-10.939897,1.315192,Jumping
1.639391,0.531694,22.056184,-0.067734,-1.512933,-0.378064,-9.413712,6.077931,-48.226734,-36.285132,-10.413693,-2.568241,Jumping
2.14489,2.271676,21.681962,0.903449,-0.804766,-0.461348,-11.484505,3.81727,-47.452831,-34.923603,-12.87696,-4.977601,Jumping
2.425706,2.68826,18.286723,-0.952916,-1.312681,-0.859123,-14.408537,5.356076,-46.634663,-32.14736,-11.050703,-7.81249,Jumping
0.749342,0.607437,13.20524,-0.206926,-0.406269,-0.628161,-15.961618,6.482408,-45.623814,-29.571755,-10.278906,-8.968698,Jumping
-1.903292,0.335901,-2.727628,1.160159,1.311843,-0.037287,-14.053694,4.256394,-46.495373,-29.740548,-13.444173,-6.143206,Jumping
-0.069456,0.035177,0.29354,1.175196,2.31182,0.291536,-8.942163,2.06403,-47.790318,-30.682806,-16.747838,0.208685,Jumping
-0.835712,0.323777,6.771918,-1.272913,-4.061309,0.288828,-10.155109,2.497602,-47.812412,-30.987455,-15.439624,-2.329813,Jumping
-0.93301,-0.386197,1.902394,-0.747841,0.867644,0.22875,-9.50411,4.457253,-47.924198,-31.150356,-12.841782,-0.538372,Jumping
-1.604513,-0.580493,0.945584,-1.006592,3.40924,1.202517,-0.922741,6.882154,-48.793034,-34.534571,-10.310333,7.934242,Jumping
-2.160158,4.466113,4.500541,-1.493293,-0.689159,-0.077434,-0.696457,9.591148,-48.725574,-35.550704,-6.52543,7.715496,Jumping
-0.267194,1.373993,20.186572,-1.375988,-0.681671,-0.258584,-1.754208,12.278294,-48.280315,-35.158911,-2.380019,5.712009,Jumping
1.594185,1.7069,33.521142,-1.006084,-1.803026,0.069453,-5.041698,14.279644,-47.709133,-35.417052,0.170124,1.302853,Jumping
1.842668,-1.015788,29.833411,0.514106,-0.297848,0.0756,-7.590073,14.14529,-47.205746,-34.94704,-0.44695,-1.249044,Jumping
2.024091,3.25573,11.377091,-0.74036,0.003543,-0.295874,-6.988144,16.107121,-46.231121,-34.537929,1.140648,-0.025713,Jumping
-1.67846,-1.618734,8.375832,-0.135551,-1.104292,-1.034745,-10.375122,16.997793,-45.334568,-31.497715,1.700614,-2.991089,Jumping
-2.098786,-1.14916,-2.015409,1.426134,1.265807,1.799523,-7.879021,15.118378,-46.204235,-35.526301,-2.036575,0.144378,Jumping
0.818498,0.431104,0.934357,1.551598,-0.594863,0.051485,-5.739746,11.743896,-47.22646,-37.239615,-7.017745,0.889172,Jumping
-0.853675,-0.130079,-1.343007,1.066547,0.79125,-0.613863,-5.341686,7.808984,-48.087673,-35.582849,-10.451054,1.945074,Jumping
-0.239951,1.17341,1.619632,1.452832,0.352204,-0.76471,-4.420963,4.211519,-48.771313,-33.063413,-14.112433,4.156044,Jumping
-0.535886,2.039958,-0.373473,1.702478,-0.843923,-0.678271,-5.851696,-0.134113,-48.783047,-30.537963,-18.572821,2.714594,Jumping
-1.913022,5.253775,0.207319,-3.490524,1.366291,-0.719872,-3.966114,5.324171,-49.016796,-29.358609,-10.064979,5.412318,Jumping
-2.319277,1.633852,31.371912,-0.846205,-1.106701,0.878649,-6.62672,10.055284,-47.852123,-30.799089,-4.342133,1.378222,Jumping
4.532425,-2.332001,36.285594,0.834519,-0.88267,0.372305,-8.546812,8.26842,-47.597576,-31.409726,-6.927389,-1.022433,Jumping
-1.289718,3.506009,14.794934,0.810733,-0.001322,0.520657,-8.322092,7.058022,-47.598957,-32.69237,-9.358589,-1.143695,Jumping
-2.727478,3.092719,5.213958,-0.3635,-3.3019,-0.08793,-14.007082,8.49704,-46.005116,-32.4492,-8.314599,-9.437165,Jumping
2.110012,-0.876278,4.861441,0.797125,-1.394554,0.329617,-19.182829,7.98605,-43.845371,-33.770808,-9.697099,-15.224729,Jumping
2.768194,-1.21652,1.012195,1.183293,-0.921579,0.08924,-20.800531,6.601916,-43.35181,-35.044557,-12.168896,-17.828845,Jumping
-1.042432,0.232916,2.589914,-0.535337,0.606425,0.377507,-20.015656,7.802995,-43.607883,-35.849279,-10.490269,-17.079449,Jumping
-1.093326,0.536933,0.389041,0.223901,0.830394,0.315475,-18.421164,7.741944,-44.432278,-36.859728,-10.694294,-15.202637,Jumping
-0.67315,2.080374,1.031954,-0.779082,1.747285,0.276684,-15.196236,8.674709,-45.405392,-37.103872,-8.498395,-10.952789,Jumping
1.462758,1.93308,11.801608,-0.252609,0.966523,0.929779,-12.666765,10.026955,-45.903103,-38.962739,-6.830018,-8.237399,Jumping
-0.405656,4.074078,19.580033,1.574017,1.212219,0.570367,-10.014692,7.394609,-47.108997,-40.972933,-10.231596,-5.279385,Jumping
6.071375,4.474046,29.411588,0.771848,-2.235068,0.45423,-12.36792,5.327515,-46.561581,-42.610956,-12.999824,-10.083145,Jumping
4.71729,2.667004,21.185145,1.47288,0.89689,-0.070927,-12.250666,2.839027,-46.814297,-42.838429,-16.851554,-8.959956,Jumping
-0.80787,3.346142,11.126363,-0.204086,0.031882,0.102949,-11.385715,3.268186,-46.865849,-43.135166,-16.792522,-8.36445,Jumping
1.870361,0.701591,6.548283,0.061894,-0.075236,0.370219,-11.585537,3.939095,-46.938946,-44.120504,-16.705233,-9.068735,Jumping
0.206421,-0.154628,0.802781,0.193394,0.73011,0.103153,-9.953722,3.873899,-47.170612,-44.58404,-17.066458,-6.978743,Jumping
-0.039668,-0.114362,-0.204475,0.14444,1.197912,0.142214,-7.147652,3.782635,-47.880329,-44.93129,-17.408138,-3.690111,Jumping
-0.067061,0.004191,0.298479,0.212028,1.866738,0.202035,-2.765774,3.233257,-48.437191,-45.54868,-17.986403,1.454528,Jumping
-0.080533,0.010478,0.324076,0.193893,1.916446,0.20773,1.403816,2.561862,-48.647007,-46.137372,-18.565121,6.753015,Jumping
-0.084125,0.007784,0.345332,0.156838,1.989752,0.217409,5.655151,1.851024,-48.183926,-46.948527,-18.293552,10.961914,Jumping
2.271826,4.504882,11.056608,-1.861231,0.129306,1.164205,3.23056,6.554463,-48.316563,-50.513913,-12.499175,7.233057,Jumping
-5.303022,5.389842,27.043962,-1.223977,-0.263204,-0.465219,4.367233,7.724961,-47.932514,-50.493206,-10.460439,7.380433,Jumping
-0.915197,4.931196,23.196513,-0.098791,-1.447442,-0.40707,0.016022,9.399392,-48.25803,-49.378621,-9.318408,3.01283,Jumping
0.666414,3.116369,13.63305,-2.725818,-0.653343,-0.537362,-1.996372,14.909309,-46.66148,-48.207674,-2.451798,1.324903,Jumping
0.17304,0.852477,5.835465,0.461443,0.75874,0.359632,-0.873917,15.522451,-46.433887,-49.175106,-2.484608,2.581881,Jumping
0.141606,1.224005,-0.016466,0.570865,0.686838,-0.301702,0.75959,14.310257,-46.846676,-48.324394,-4.145767,4.843366,Jumping
-1.189277,1.570684,1.371747,0.302734,-0.108296,-0.443118,0.510593,13.792519,-46.692158,-46.913632,-4.60904,5.061115,Jumping
0.016166,0.967438,3.067272,-0.155279,-0.654668,-0.746415,-1.431652,14.007795,-46.812229,-44.825672,-4.191605,3.355976,Jumping
-0.55789,1.282383,4.709956,0.537765,-0.485754,-0.486857,-2.684914,12.815607,-47.410069,-43.143811,-5.342462,2.102316,Jumping
-0.195493,1.102008,10.337952,0.60749,-0.314388,-0.480014,-3.500168,11.146051,-47.752033,-41.710297,-6.836178,1.420693,Jumping
-0.696202,2.00523,18.944904,1.607108,-0.617125,-0.208436,-4.734207,7.365298,-48.197124,-40.984415,-10.942803,-0.006614,Jumping
2.977458,2.669549,24.204067,0.225072,-0.845125,-0.594097,-6.795956,4.824554,-48.304821,-39.557611,-12.840858,-1.97325,Jumping
0.052241,-0.077539,25.29934,1.128387,0.02072,-0.005957,-6.91568,2.697655,-48.379604,-38.923846,-15.437342,-2.02008,Jumping
0.067959,5.36664,9.528436,0.112578,0.362078,-0.254863,-6.297455,2.380029,-48.500721,-38.598217,-16.738067,-1.189412,Jumping
-1.65885,2.235451,7.298074,0.103585,-0.334675,0.263947,-6.888641,2.952824,-48.417622,-39.028398,-16.63461,-1.901943,Jumping
0.810714,1.330583,0.024848,-0.078664,0.314578,-0.202679,-6.600689,3.279822,-48.238613,-38.807107,-16.641502,-1.309699,Jumping
-1.887575,-0.114212,1.326691,0.051122,0.301428,0.015475,-5.801548,3.305587,-48.43066,-38.643754,-16.562879,-0.242266,Jumping
-0.613275,1.347947,-0.724194,0.400053,0.143906,0.012931,-5.50956,2.426907,-48.462238,-38.811226,-17.720344,0.068451,Jumping
-2.135759,1.682202,3.785029,0.103024,0.366696,0.249561,-4.642719,1.933335,-48.630733,-39.425113,-18.03668,0.854614,Jumping
-0.387544,4.331692,8.679551,0.111335,0.175997,0.429849,-4.059731,1.019007,-49.126873,-40.754975,-18.532982,1.037662,Jumping
-2.689008,4.643194,18.876047,0.832481,-0.088174,1.012543,-3.503201,-0.695901,-48.971027,-43.164235,-20.398269,0.377363,Jumping
0.222587,7.335346,17.867295,0.3777,0.068249,0.440168,-3.608948,-2.043128,-49.242336,-45.00822,-21.978992,-0.374003,Jumping
-0.458497,5.391937,19.560723,-0.128555,0.228412,0.817416,-2.879795,-1.061538,-49.33865,-47.482221,-21.415637,-0.475267,Jumping
0.41374,4.656217,14.040353,-0.367144,0.626609,0.946718,-1.735672,0.067133,-49.047619,-50.454306,-20.462399,0.072272,Jumping
-1.003663,3.602858,7.829918,-0.153489,-0.045346,1.407449,-1.59396,1.273825,-49.113186,-54.503609,-19.792759,-1.110303,Jumping
3.412005,2.353406,4.873416,-0.606271,0.245641,0.829502,-1.116764,2.788092,-48.898411,-57.55635,-18.156727,-1.666032,Jumping
-0.048649,0.911455,3.641028,-0.14585,-0.16082,0.669261,-1.08744,3.4802,-48.869434,-59.407139,-17.453665,-2.378272,Jumping
1.680705,0.418081,2.8131,0.253234,-0.322913,0.05624,-1.864887,3.432493,-48.692898,-59.955493,-18.051207,-3.406558,Jumping
0.808918,0.39413,2.569856,-0.272571,-0.028762,0.064247,-1.835491,3.563816,-49.001957,-60.065755,-17.54859,-3.512933,Jumping
3.149002,0.248034,7.280859,-0.145227,-0.314381,-0.524276,-2.512405,3.766905,-49.181591,-58.67029,-16.899139,-3.870404,Jumping
1.741778,1.321003,9.974209,-0.636209,0.330481,-0.797887,-1.936234,4.741744,-49.151211,-56.296178,-15.637367,-2.362456,Jumping
-0.891546,3.911067,17.097296,-0.200006,0.17336,-0.788433,-1.450863,4.804217,-49.290867,-54.152622,-14.995871,-1.165425,Jumping
-0.395478,5.600304,22.493275,-0.310259,-0.66136,-0.108201,-2.429981,5.656141,-49.24921,-53.615773,-14.036246,-2.530096,Jumping
1.97649,4.827611,20.109183,-0.562347,0.239913,-0.37026,-2.628956,7.281665,-49.119778,-52.662007,-12.409518,-2.121679,Jumping
0.125439,3.91451,9.392818,-0.589619,0.006297,-0.613361,-2.832741,8.924578,-48.832729,-51.002765,-10.887587,-1.284459,Jumping
0.902473,-0.590522,1.169368,-0.472684,1.285719,-0.21162,-1.561302,10.278327,-48.541653,-49.892757,-9.290162,1.2517,Jumping
1.713936,-1.319656,0.468077,-0.332725,0.124734,-0.333842,-0.442024,11.113061,-48.27129,-48.949004,-8.160106,2.357414,Jumping
-0.967588,-0.37512,0.797392,-0.628066,-0.280856,-0.623051,-1.558311,12.825597,-47.959507,-47.135147,-6.408124,1.828613,Jumping
-2.032923,0.570613,4.207451,-0.539074,-0.015662,-0.074411,-1.611725,13.789603,-48.221546,-46.809058,-4.817666,1.813823,Jumping
-1.642385,2.787653,7.4298,-0.118926,-0.033372,-0.06971,-1.405594,13.961224,-48.445087,-46.690577,-4.452235,1.630527,Jumping
-2.971022,3.554209,16.180602,0.122654,0.131547,0.448229,-0.653408,13.201121,-48.921711,-47.811157,-4.917942,1.842807,Jumping
-2.182162,5.791756,22.373225,1.427924,-0.215904,0.68704,-0.288967,10.151907,-49.670506,-49.837821,-8.635084,1.090343,Jumping
1.148711,3.594924,24.279211,0.292421,0.00964,0.718762,-0.192657,9.119913,-49.396854,-52.152934,-9.942078,0.779978,Jumping
-1.613195,0.838856,20.024459,1.056649,0.824484,1.559195,1.569973,7.450697,-49.429913,-56.262548,-12.548719,2.01584,Jumping
-0.270637,2.722988,9.233698,0.966613,-0.097667,1.592926,1.959976,5.319832,-49.386074,-61.035542,-15.599612,0.974033,Jumping
0.542322,0.662522,3.806135,0.577184,0.263385,1.56903,2.502365,4.323811,-49.288494,-65.5535,-17.210222,0.313841,Jumping
0.555195,0.394879,-1.415157,0.308015,0.55448,1.085618,4.015484,3.06821,-49.249065,-68.883995,-18.197594,0.782007,Jumping
-0.23082,-0.499062,-1.522634,-0.29544,-0.321552,0.471715,3.374664,3.663764,-49.070988,-70.334049,-17.556191,-0.348187,Jumping
1.340013,-0.551304,0.659828,-0.676348,-0.156338,0.277437,3.238934,4.810774,-49.157993,-71.114998,-15.790255,-1.181803,Jumping
1.171614,-0.639321,6.832093,-0.90394,-0.273522,-0.357753,2.583153,6.730867,-48.951977,-70.166224,-13.272749,-1.597918,Jumping
2.089505,1.634601,8.779094,-0.595089,-0.165845,-0.464668,2.222462,7.759543,-48.944859,-68.825795,-11.637371,-1.764708,Jumping
0.115111,3.407963,19.588416,-0.735224,0.094009,-0.808812,2.265083,9.300145,-48.748859,-66.547924,-9.64238,-1.131283,Jumping
1.667083,5.035678,22.955214,-0.124859,-0.483745,-0.848021,1.323177,9.441995,-49.084492,-64.213434,-9.413996,-1.67299,Jumping
1.965413,0.991538,25.127198,-0.744475,0.048956,-1.483154,0.097885,11.833431,-48.385624,-59.940545,-7.276768,-1.201855,Jumping
-0.005239,1.74058,12.336446,-0.588713,0.783062,-1.430369,0.792042,13.261817,-47.834087,-55.806007,-5.648868,1.700014,Jumping
0.001048,1.111289,-0.143402,-0.190362,-0.689068,-1.378221,-1.360992,14.505719,-47.353397,-51.549644,-4.819375,0.944432,Jumping
-0.038919,-0.064666,0.317041,-0.237564,-0.65526,-1.362465,-3.707439,14.662436,-47.347218,-47.546058,-4.124701,-0.631784,Jumping
5.321584,-2.505789,5.573061,2.045398,6.961248,-1.382635,-0.233063,12.152689,-48.095837,-43.773614,-7.448714,5.32066,Jumping
-0.948577,0.410446,-1.754801,1.331161,1.890198,-0.24334,2.864681,8.276875,-48.855518,-42.392134,-11.649544,9.352918,Jumping
-1.821113,2.249372,1.049318,-0.332612,1.0885,-0.708576,6.391182,8.116504,-48.68362,-40.95615,-11.284324,13.86728,Jumping
-3.028353,3.516338,5.116211,-2.374302,-1.456476,-1.339497,3.86541,12.494259,-48.42786,-38.725987,-4.764129,10.49943,Jumping
-3.700605,3.879932,18.094971,-1.669143,-1.39791,-0.228295,-0.2929,17.212688,-47.617275,-38.542648,0.550305,5.774926,Jumping
-3.301534,1.117426,28.395052,1.319741,-1.515977,0.10954,-3.062389,15.318872,-47.972546,-38.569446,-2.045643,1.641444,Jumping
-0.819546,-0.346679,25.613836,-0.234659,-0.003822,0.038789,-4.610645,15.186491,-47.887981,-38.793734,-2.02099,0.590948,Jumping
-2.153721,1.160387,14.294075,-0.362831,-0.263141,0.891166,-4.648373,16.046848,-47.063618,-41.150495,-1.142286,0.330096,Jumping
-0.842747,1.984872,4.086352,0.343971,-0.594042,0.252471,-6.202972,16.210449,-46.610455,-42.156105,-1.80024,-1.444111,Jumping
0.030237,-0.055385,0.334105,0.546263,-0.006111,0.728758,-5.811813,15.202469,-46.66856,-44.185426,-3.288884,-1.694314,Jumping
-0.012574,-0.034728,0.313298,0.541988,0.012622,0.731458,-5.247932,14.218565,-47.066746,-46.265088,-4.767682,-1.801685,Jumping
-0.015568,-0.028141,0.323627,0.552788,0.05125,0.73196,-4.788593,13.085113,-47.404842,-48.33442,-6.327956,-1.842269,Jumping
3.405568,-3.317252,3.641178,1.56707,4.894549,-0.282944,1.288334,9.665631,-48.268398,-48.177331,-10.31809,6.171687,Jumping
-1.482816,1.238674,1.33223,0.386257,1.335105,0.47051,3.885937,7.981596,-48.812771,-48.752442,-11.614376,8.457149,Jumping
-2.271975,2.658621,12.5508,-2.029655,-1.225381,-0.309776,2.684536,11.111878,-48.014027,-48.842404,-6.650705,5.888137,Jumping
0.059576,-1.283431,28.949649,0.750237,-1.728997,0.145287,-1.403645,11.241917,-48.34251,-48.89388,-7.061073,1.116881,Jumping
2.445315,1.820664,24.768394,0.080323,-0.551161,-0.119905,-3.525757,10.322304,-48.310627,-48.569451,-8.426325,-1.291681,Jumping
1.022823,2.276915,16.934435,-0.145957,-0.457355,-0.134702,-4.703945,10.886338,-48.007771,-48.303061,-7.956385,-2.339931,Jumping
0.435444,1.115331,7.377558,0.421925,-0.816494,0.095587,-6.554569,10.885372,-47.576672,-48.458145,-8.702497,-4.522775,Jumping
-0.160466,-0.171094,0.449815,0.81399,-0.775517,0.418237,-8.303223,9.313154,-47.711651,-49.5729,-10.789378,-6.851512,Jumping
-0.029638,-0.044158,0.282762,0.820575,-0.743878,0.40282,-9.624071,7.790001,-47.851429,-51.017129,-12.93912,-9.283592,Jumping
-0.0241,-0.038769,0.303569,0.829434,-0.686465,0.382798,-10.974813,6.012892,-47.756596,-52.545996,-15.053256,-11.63098,Jumping
-0.017214,-0.044907,0.309856,0.834176,-0.620337,0.368355,-12.354315,4.068515,-47.758053,-54.167948,-17.130319,-13.860062,Jumping
1.44734,2.364333,-4.4483,0.014701,12.488861,0.129535,-1.97773,4.073537,-49.39072,-55.076597,-14.93827,-0.497595,Jumping
-2.250271,2.799478,14.226715,-2.41302,2.350634,0.568278,1.691124,12.502914,-48.453182,-55.930311,-6.139443,2.207803,Jumping
1.860182,2.508633,18.498831,-2.825191,0.196297,-1.153891,1.653805,18.483173,-46.777294,-53.856302,1.670237,3.157923,Jumping
4.118386,-1.215173,24.72229,-1.165,-2.330715,-2.008065,-4.617588,21.617088,-45.107296,-48.303971,5.661677,-3.124166,Jumping
0.501757,-0.768352,19.179017,-0.192657,0.75727,-1.083609,-5.270527,21.605125,-44.672131,-44.889709,5.736273,-2.290182,Jumping
0.088765,-0.813259,11.919114,1.692605,-0.650413,-0.813904,-7.395161,18.246788,-45.697994,-42.744706,1.411121,-4.002433,Jumping
0.426313,1.210233,4.466562,1.821635,0.264465,-0.863772,-8.152746,14.131758,-47.012722,-40.61813,-4.016552,-3.817059,Jumping
-2.511926,1.720672,1.847907,1.286322,-0.06811,-0.233469,-8.275118,10.597756,-47.674809,-39.959556,-7.789248,-3.790214,Jumping
2.373165,1.342858,1.931134,0.188554,-0.484476,0.516013,-9.265175,9.961116,-47.78529,-41.145362,-8.65615,-5.095663,Jumping
2.707121,0.945434,4.127966,-1.631204,0.395219,-0.804202,-9.064966,11.966634,-46.958981,-39.209344,-4.988941,-4.078981,Jumping
-1.15904,-0.542173,11.169772,-0.820653,-0.597451,-0.073774,-9.812275,14.451162,-46.059025,-38.280011,-2.048886,-4.842117,Jumping
0.003293,1.643882,7.089557,-0.449111,0.823895,0.04837,-8.680729,14.934372,-46.217823,-38.426517,-1.159742,-3.183776,Jumping
-2.956502,1.363964,12.500355,-0.120802,0.25251,0.851517,-7.114494,15.227257,-46.51572,-40.384426,-0.463724,-2.072783,Jumping
-1.804797,1.22131,18.5382,1.229483,0.833512,1.44372,-4.955738,13.690613,-46.969341,-44.309419,-2.913946,-0.299738,Jumping
-1.310225,2.49576,20.554357,-1.088852,-0.826779,1.416442,-4.923805,14.926012,-46.32571,-48.150352,-1.30398,-1.757944,Jumping
1.311722,-4.215384,22.930815,1.118721,0.283418,1.374447,-5.127056,14.958378,-46.12215,-51.874563,-3.017096,-2.583837,Jumping
-1.374142,0.45221,7.046447,1.321541,1.053322,2.235005,-1.211422,12.36895,-47.107212,-58.19075,-6.898837,0.13692,Jumping
-1.890868,-0.166454,4.084406,0.08665,-0.231379,1.47388,0.190887,12.156353,-47.267597,-62.454189,-7.391974,-0.298559,Jumping
-0.246837,-0.140258,-0.6733,0.122219,0.014911,1.531501,0.544521,11.906398,-47.005917,-66.720377,-7.671605,-1.328883,Jumping
-0.050295,-0.08188,0.314047,0.120465,0.213691,1.532867,2.128948,11.723545,-46.946796,-70.946307,-7.90203,-1.31692,Jumping
-2.52929,-7.010222,10.162966,0.144293,-2.882933,0.448615,1.79961,10.906713,-47.189686,-73.359276,-8.181448,-2.892681,Jumping
-0.761017,-0.510888,6.691834,0.194336,0.773818,1.404967,3.984257,10.233403,-47.225872,-76.995481,-8.486579,-1.309122,Jumping
-1.297053,2.641557,7.908654,0.314501,-0.927112,0.757061,2.94894,8.786313,-47.731838,-79.353444,-9.223746,-3.657295,Jumping
-1.28882,1.967509,21.50488,-1.819028,-1.548517,1.210222,0.572189,11.677685,-47.257351,-81.848025,-4.760889,-7.944312,Jumping
4.514163,-1.180296,33.678765,0.123655,-0.186209,0.448507,0.198586,12.380823,-46.837185,-83.452558,-4.162849,-8.73532,Jumping
3.584745,-1.103954,23.117028,1.493281,1.254167,0.753401,3.278778,9.897365,-47.473454,-85.891134,-7.641332,-5.698428,Jumping
1.651815,0.839155,9.161099,1.287516,0.844247,0.68757,5.974609,6.874442,-47.736713,-88.270864,-11.367136,-3.502912,Jumping
0.003742,1.195115,1.882485,0.602629,-0.43293,1.038604,6.001366,5.337582,-47.876102,-91.24643,-13.080753,-4.925105,Jumping
-0.844244,-0.562979,-0.034578,0.973277,-0.221014,1.77531,5.531689,2.378002,-48.127018,-96.133281,-15.174615,-7.024773,Jumping
-0.019609,-0.25971,0.164957,0.941716,-0.028946,1.429132,5.375156,-0.118722,-48.173939,-100.829132,-17.277974,-8.519524,Jumping
-0.00943,0.193398,0.996927,1.195484,0.251362,1.40571,6.021812,-3.365666,-48.296383,-105.538801,-20.058942,-9.27885,Jumping
0.454006,-0.505948,2.055526,2.606134,1.308955,1.263806,8.667423,-9.01501,-46.861248,-110.685798,-25.870035,-7.229352,Jumping
-0.139809,0.771496,2.482438,-0.934893,1.603752,1.045305,11.374065,-9.373832,-46.360722,-114.206974,-24.131779,-4.458729,Jumping
1.306184,1.944456,8.310718,-1.984084,0.293246,0.313243,12.350136,-5.672338,-46.991947,-114.938003,-18.195806,-3.397497,Jumping
1.191672,1.789379,14.615307,-4.166785,-0.077743,0.435044,12.288956,1.885359,-47.64571,-115.181426,-7.340155,-3.534342,Jumping
7.430249,-1.827999,26.720934,-3.154786,-0.798052,-0.615261,10.695755,9.667049,-47.468761,-113.513918,1.885682,-5.522831,Jumping
3.729045,-1.805246,25.782834,0.491209,0.455352,0.313144,11.405201,10.640945,-47.18961,-113.811546,2.086268,-4.629274,Jumping
3.625311,1.494941,15.965799,0.9708,0.167652,0.096585,11.900436,8.520101,-47.469303,-114.535715,-0.750058,-3.964848,Jumping
1.590143,1.772913,7.933353,0.609143,-0.47419,-0.324578,10.991165,7.592041,-47.729359,-113.901997,-2.682041,-5.174644,Jumping
0.710273,1.893113,2.635869,0.470976,-0.450562,0.022661,9.976688,6.635024,-48.080639,-114.011492,-4.002775,-6.379565,Jumping
-0.120948,2.08232,0.642314,0.555005,-0.149286,-0.35183,9.478683,5.815588,-48.357731,-113.258809,-5.601964,-6.91186,Jumping
-0.430505,0.388143,1.217867,0.102641,-0.254355,-0.236697,8.812984,5.285885,-48.605511,-112.587485,-6.172588,-7.519972,Jumping
-0.266745,0.306562,2.319576,-1.031139,0.067969,0.102796,8.847839,6.873824,-48.67255,-112.354977,-3.634481,-7.342422,Jumping
1.763483,0.055085,7.284602,-1.70355,-0.345164,-0.056045,8.574295,10.263504,-48.137844,-111.657848,1.008142,-7.953265,Jumping
2.959047,-1.003214,16.26338,-1.181669,-0.735017,-0.167928,6.731834,13.35189,-48.326748,-110.592743,4.588784,-10.02804,Jumping
2.814298,0.721051,17.585132,-0.366918,0.650942,0.458609,7.854729,14.101965,-47.818287,-111.58341,5.823759,-8.769615,Jumping
2.646497,0.205074,22.083876,0.116827,-0.32023,0.372078,7.555691,14.006846,-48.033978,-112.748125,6.038238,-9.277439,Jumping
4.158802,-2.439477,24.608377,1.028609,-0.026971,0.29841,7.629314,11.884136,-47.993359,-114.257541,3.449361,-9.227585,Jumping
3.210075,-1.733246,16.264129,2.559682,-0.159763,0.046116,7.811455,6.880561,-48.831562,-115.586827,-3.199156,-9.315885,Jumping
1.708846,0.216899,6.406228,1.089485,0.3007,-0.41094,8.251648,4.141647,-48.536556,-115.170092,-7.091268,-8.72122,Jumping
0.768352,-0.142204,3.836672,0.898423,-0.112119,0.024111,8.294449,2.67778,-48.612598,-115.390941,-9.552981,-8.734975,Jumping
0.121847,0.148192,-0.349673,1.451244,-0.53793,-0.566193,6.976585,-0.302344,-48.657001,-114.641835,-13.655995,-10.235178,Jumping
-0.180974,-0.278421,0.271236,1.417793,-0.170325,-0.053492,6.570538,-3.2778,-48.516415,-114.99479,-17.729926,-10.864367,Jumping
0.016166,0.294887,-0.315694,0.69814,0.566787,-0.023851,7.077087,-5.901791,-48.242527,-115.306741,-19.794933,-10.312033,Jumping
-0.284858,-0.124242,4.48662,-1.369591,0.171948,0.645957,7.470188,-2.939535,-48.43478,-116.088127,-16.010968,-9.885144,Jumping
3.216362,0.554597,8.302036,-2.162741,-0.610531,0.039984,6.177731,1.427382,-48.99313,-115.36142,-10.219787,-11.175759,Jumping
4.251609,0.323477,16.233742,-1.34144,0.025508,0.330873,5.826645,4.50768,-49.251431,-115.136378,-5.775606,-11.707555,Jumping
4.92925,2.437831,22.355711,-0.479122,-0.032069,-0.183353,5.808094,5.954498,-49.035023,-114.653129,-4.286556,-11.588431,Jumping
3.650309,2.695744,22.034629,-0.098518,0.337254,-0.237623,6.275669,6.400071,-48.980007,-113.86543,-4.143548,-10.814686,Jumping
2.691703,1.963018,17.406403,0.116768,0.430338,-0.232647,7.089481,6.671019,-48.795475,-113.282586,-4.414152,-9.533405,Jumping
1.202599,1.831292,9.363628,0.107263,-0.232928,-0.236229,7.06546,6.63878,-48.572689,-112.658171,-4.943999,-9.628579,Jumping
1.302442,0.708477,4.239484,0.927387,0.669215,-0.081401,7.70496,5.561552,-48.526577,-112.627389,-7.299614,-8.403498,Jumping
-0.61088,0.919987,-0.737666,1.972261,0.730661,0.100211,9.006535,1.442651,-48.284855,-113.643736,-12.568096,-6.940485,Jumping
-0.025597,0.025148,0.94259,1.981219,0.671988,0.640696,10.895679,-4.571617,-47.569805,-115.946986,-18.04704,-5.537993,Jumping
-1.258134,0.955313,2.43813,0.813752,-3.238954,0.600451,6.350098,-6.658887,-48.324314,-117.954944,-20.315527,-11.519819,Jumping
