Acc_X,Acc_Y,Acc_Z,AngV_X,AngV_Y,AngV_Z,Mag_X,Mag_Y,Mag_Z,Orin_X,Orin_Y,Orin_Z,Activity
-0.061223,3.50541,9.83889,1.197102,-0.027666,-0.904621,-13.897449,-30.043892,-35.194134,-169.403724,-29.158015,2.265999,Walking
-0.267943,3.134632,8.840766,0.772332,-0.26569,-0.601807,-13.096779,-32.011299,-33.825291,-167.202804,-31.435494,2.727039,Walking
-0.164957,3.920647,5.628595,0.925562,-0.481555,-0.47178,-12.990931,-33.828514,-32.199993,-165.400935,-33.886894,2.345278,Walking
1.713786,3.622317,6.739884,0.182325,-0.424392,-0.048444,-13.466686,-34.266232,-31.284512,-164.959995,-34.725321,1.299403,Walking
0.792901,5.024302,6.617888,0.157474,-0.503856,-0.258731,-13.764328,-34.785015,-30.663692,-164.212507,-35.099031,0.417117,Walking
0.172142,5.819448,7.940538,0.14064,-0.121671,-0.55452,-13.267893,-35.278305,-30.169342,-162.300049,-35.420089,1.055159,Walking
-0.234263,6.200855,7.345076,0.166545,-0.16637,-0.641443,-12.026976,-36.322063,-29.708683,-160.01496,-35.805063,1.962861,Walking
-0.640817,6.036497,8.997939,0.005822,0.126787,-0.567425,-10.90019,-36.470482,-29.52721,-157.903977,-35.812485,3.37966,Walking
0.6013,5.484595,8.759035,-0.331982,-0.128828,-0.158821,-10.641045,-36.346771,-29.856709,-157.17064,-34.889065,3.623855,Walking
0.059277,5.906717,7.574848,-0.300881,-0.192601,-0.205279,-10.490778,-36.088551,-30.118832,-156.484082,-33.904108,3.436479,Walking
-0.363295,4.611909,12.769945,-0.919554,0.332662,-0.155632,-9.64785,-35.160648,-31.518627,-155.947993,-31.543434,4.319279,Walking
-0.13936,3.690276,9.303004,-0.681453,-0.080194,-0.175794,-9.334669,-33.834591,-32.989323,-155.490409,-29.392974,4.606533,Walking
-0.210911,3.300786,8.19441,0.133168,-0.34687,-0.619955,-8.952271,-34.256721,-32.510845,-153.398797,-29.519886,4.563928,Walking
-2.416874,4.675677,8.93956,0.333582,-0.083965,-1.096047,-7.318172,-35.216908,-31.895756,-149.764093,-30.104329,5.935304,Walking
-1.79866,4.323459,8.688382,0.251762,0.029198,-0.865503,-5.662678,-35.989311,-31.181072,-146.470964,-30.619237,7.546553,Walking
-0.596809,3.671715,7.127728,0.043078,-0.437043,-0.425414,-4.862183,-36.618805,-30.84893,-144.657871,-30.648025,7.317735,Walking
-0.688568,3.899391,7.505243,-0.033524,-0.249596,-0.492837,-4.31514,-36.86866,-30.806065,-142.842974,-30.353386,7.322509,Walking
-0.774939,4.246819,7.95356,-0.152009,-0.177519,-0.707987,-3.17606,-36.882076,-30.84597,-140.384204,-29.674917,7.9541,Walking
-0.469124,4.39546,8.845556,-0.313569,-0.368941,-0.824168,-1.876057,-36.71014,-31.184666,-137.582325,-28.490321,8.186266,Walking
-0.256417,4.38079,10.430011,-0.337724,-0.34109,-1.044567,-0.587074,-36.253601,-31.85107,-134.17047,-27.080669,8.61793,Walking
0.578248,4.230952,9.796229,-0.184897,-0.712398,-1.269911,0.784286,-36.033649,-32.092045,-129.991878,-25.952176,8.492721,Walking
0.897234,4.082011,9.834848,0.023105,-1.067063,-1.584928,2.164532,-35.975788,-32.287121,-124.780959,-25.307141,7.653421,Walking
0.364043,3.460803,11.015743,0.078161,-1.067406,-1.972787,3.843544,-35.871983,-32.291027,-118.335871,-24.768079,7.150503,Walking
-0.691263,3.134632,14.290183,0.204388,-0.81517,-2.406366,6.624638,-35.528263,-32.20554,-110.513366,-24.470353,7.755274,Walking
-0.697849,1.658401,13.091326,0.615332,-0.731421,-2.594794,10.793121,-35.411198,-31.741566,-101.790706,-24.961323,9.1866,Walking
-0.802032,1.733844,9.5455,1.440034,-0.763874,-2.941509,14.632183,-35.570202,-29.765026,-91.531854,-27.296506,11.268679,Walking
-1.022673,3.504662,8.553363,1.551884,-0.647135,-2.885501,18.895554,-35.388882,-27.494122,-80.871434,-29.747551,14.359003,Walking
-0.251627,3.382067,10.267598,0.758401,-0.725601,-2.129076,21.754459,-34.454361,-26.964348,-72.733766,-30.419146,16.265023,Walking
1.501528,2.311044,9.333241,0.605594,-1.228974,-1.374869,22.760555,-33.57098,-27.248226,-67.236526,-30.922417,15.525853,Walking
1.795367,2.559378,7.759115,0.684529,-1.692478,-1.305988,22.767189,-33.044746,-27.86898,-62.128801,-31.86371,13.353173,Walking
1.487157,3.684738,7.41992,0.562915,-1.799991,-1.349751,22.450531,-32.408108,-28.819832,-57.018357,-32.633702,10.763174,Walking
1.025218,4.158353,9.31483,0.010056,-1.86094,-1.178715,21.738842,-31.264584,-30.712955,-52.667869,-32.292257,7.648333,Walking
0.562231,3.586542,14.302009,-0.581384,-1.499531,-1.092497,21.018993,-29.680279,-33.045132,-48.890291,-30.501948,4.91779,Walking
-0.488135,3.006348,12.012071,-0.298671,-1.595517,-1.352854,19.908188,-27.39278,-35.802135,-44.381844,-29.148496,2.568218,Walking
-0.56283,2.534829,9.931847,-0.132969,-1.773309,-1.667391,18.926876,-25.737431,-37.384441,-38.803315,-28.708803,0.064892,Walking
-0.262704,2.670297,7.788304,-0.091236,-1.754148,-1.92445,17.944981,-23.933945,-39.247089,-32.434881,-28.505532,-1.990607,Walking
-0.361199,4.142935,6.823111,-0.041129,-1.384305,-2.29103,17.760979,-21.977772,-40.384724,-24.959057,-28.621745,-2.538321,Walking
0.662822,4.411476,8.560099,-0.324594,-0.989144,-2.248808,17.904278,-19.725597,-41.484745,-17.438589,-28.066558,-2.016869,Walking
0.05748,5.594167,8.873847,-0.140902,-0.842444,-2.29039,18.269539,-17.228771,-41.877254,-9.983033,-27.733655,-0.908586,Walking
0.43769,5.947432,10.163864,0.068698,-0.457902,-2.140315,18.851681,-15.414515,-42.371998,-2.979506,-27.852715,0.873157,Walking
-0.255668,5.795498,9.038504,0.542023,-0.397587,-1.840849,19.724953,-14.804341,-42.304729,3.115308,-28.999785,2.614128,Walking
0.219893,4.674779,8.563841,0.329886,-0.726538,-1.574972,19.639381,-14.004037,-42.43964,8.485304,-29.768781,3.308594,Walking
-0.645158,4.935087,7.792795,0.458409,-0.718486,-1.515619,19.234921,-13.563373,-42.491489,13.433994,-30.72781,3.769545,Walking
-0.533341,6.215824,7.298822,0.449538,-0.603607,-1.30848,18.98008,-13.179214,-42.88979,17.887571,-31.720228,4.353282,Walking
-1.9714,6.657106,10.114916,-0.144542,-0.619783,-0.976265,18.462612,-12.302875,-43.119335,21.073761,-31.281302,4.4462,Walking
-2.227518,4.939877,13.933625,-0.605391,-0.049103,-0.220001,18.4142,-11.102456,-43.902828,21.807592,-29.756383,4.459622,Walking
-2.110312,3.877537,8.927286,0.183054,-1.369788,0.173911,16.267143,-11.205916,-44.78104,21.206725,-29.921732,0.931227,Walking
-0.945733,2.302811,9.851913,0.104406,-1.040406,0.519253,13.403198,-11.594983,-45.489086,19.467695,-30.279895,-3.130635,Walking
-1.788032,2.645898,8.245004,0.590965,-0.352344,-0.07815,12.585461,-12.76599,-45.158413,19.166083,-31.75782,-4.307996,Walking
-1.298699,3.155139,7.608229,0.522716,-0.056198,-0.284629,12.361156,-13.858998,-44.879261,19.791328,-33.364549,-4.131713,Walking
-3.00081,4.77537,6.568341,0.30071,0.160026,-0.555447,13.025314,-14.232379,-44.463657,21.287044,-34.360432,-2.786549,Walking
-2.199227,4.748426,6.797664,0.146918,0.439204,-0.171052,14.265015,-14.294274,-44.04958,21.928035,-34.886077,-1.149787,Walking
-1.816323,4.783752,7.002438,-0.255125,0.357983,0.230554,14.901493,-14.045089,-43.890461,21.159766,-34.268909,-0.428464,Walking
-1.802701,4.969666,6.888525,-0.109145,0.447578,0.385843,15.478161,-13.894902,-43.667011,19.75429,-33.910793,0.112326,Walking
-0.778531,4.873416,7.10767,-0.372355,0.277986,0.778351,15.960739,-13.876327,-43.435894,17.127071,-32.953757,-0.357981,Walking
-0.123194,5.243895,7.16036,-0.399,0.428683,0.815656,16.203117,-13.56565,-43.604733,14.258492,-31.777725,-0.671453,Walking
0.552651,5.741461,8.995244,-0.598559,0.554162,0.752047,16.967865,-12.851794,-43.464428,11.689335,-30.091921,-0.414764,Walking
0.277224,6.431376,12.003988,-1.000599,0.755788,0.42388,17.909012,-11.188972,-43.245876,10.099417,-27.379587,0.945758,Walking
1.207539,6.173762,12.353361,-0.651689,0.637595,0.268679,19.209553,-10.081357,-42.884304,9.125186,-25.42588,2.428804,Walking
1.962569,6.939868,10.584489,-0.059548,-0.141011,0.206931,19.392456,-9.656808,-42.707432,8.345839,-25.099547,2.071114,Walking
2.58722,5.541926,12.338093,-0.137174,-0.486003,0.215052,18.216839,-9.372437,-43.415539,7.663074,-24.823545,0.58063,Walking
1.792223,3.638783,13.092524,0.167614,-0.161365,-0.066149,17.781071,-9.601068,-43.242413,7.686817,-25.188428,-0.05026,Walking
1.156196,3.158432,8.306826,1.294114,-0.354174,-0.469445,17.518642,-11.382623,-43.314831,9.021092,-28.461301,-0.216815,Walking
1.40917,3.160378,7.50195,1.072856,-0.754151,-0.600749,16.402336,-13.092553,-43.14986,10.9986,-31.686952,-1.21519,Walking
-0.277673,3.923042,8.066575,0.948365,-0.392593,-0.872897,16.025116,-14.385215,-43.106358,13.765749,-34.394989,-0.985831,Walking
-0.916394,3.539539,9.813742,0.265422,-0.142045,-0.795806,16.247654,-14.776378,-42.997379,16.599863,-35.503104,0.175593,Walking
-2.292483,4.500541,10.777438,-0.143286,-0.415272,-0.677053,15.96859,-14.161458,-43.426983,18.965653,-35.321302,0.453154,Walking
-0.391137,3.935616,9.061407,0.243366,-0.050524,-0.180343,16.140175,-14.365928,-43.296726,19.938843,-35.812825,0.7965,Walking
0.129181,4.808451,5.432952,0.613784,-0.403548,-0.115778,15.416954,-15.270631,-43.303158,20.354925,-37.412125,0.080748,Walking
-0.094304,5.835465,4.7848,0.333185,-0.339194,-0.228631,14.691692,-16.036407,-43.354626,21.152208,-38.422338,-0.481183,Walking
-0.190254,6.26597,5.439389,0.066497,-0.016014,-0.282412,14.873955,-16.064991,-43.182796,22.196056,-38.722558,0.038225,Walking
-0.749491,6.482869,6.381829,0.10307,0.242802,-0.190694,15.302864,-16.007954,-42.994137,22.969449,-38.942716,1.175481,Walking
-1.073867,6.005811,8.901389,-0.536063,0.409933,0.03123,16.281643,-15.013724,-42.826458,22.949766,-37.601834,2.342265,Walking
-1.131347,5.798791,10.255025,-0.789417,0.284382,0.293365,16.596691,-13.857404,-43.186909,21.918456,-35.433708,2.610382,Walking
-1.807791,5.891898,8.846753,-0.203185,0.267843,0.337503,16.934845,-13.15142,-43.04147,20.78574,-34.678534,2.738653,Walking
-1.595382,6.014493,8.126301,0.065573,0.384094,0.380974,17.27589,-13.147197,-42.736668,19.547601,-34.857181,3.082918,Walking
-0.955762,5.34763,7.942633,0.091519,0.561449,0.776066,17.879799,-14.255107,-42.147633,17.04882,-35.169309,3.160963,Walking
-1.749412,4.617149,10.273137,-0.505851,0.694163,0.849946,18.598907,-14.138696,-41.72121,14.125871,-34.063094,3.455627,Walking
-1.043929,3.574567,10.496023,-0.963286,0.547486,0.855299,19.024796,-13.098247,-41.988605,11.193533,-31.59401,3.535608,Walking
-0.102537,3.52966,8.353978,-0.017203,0.34752,0.848289,19.109074,-13.360225,-41.818401,8.448774,-31.274616,3.079622,Walking
-0.697699,4.077521,7.91554,0.279158,0.595415,0.619915,19.903431,-14.282746,-41.080067,6.428965,-32.100379,3.611079,Walking
-0.864901,4.176166,8.908575,-0.210052,0.58348,0.650925,20.3442,-14.653327,-40.603054,4.360009,-31.757444,4.147164,Walking
0.620609,3.748206,8.875942,-0.68978,0.315272,0.879074,20.449135,-14.061435,-40.583706,1.597438,-30.082409,3.693557,Walking
0.476759,4.822372,7.749834,-0.377774,0.139856,0.545695,20.334888,-13.840482,-40.52206,-0.290324,-28.926663,3.185334,Walking
0.652044,5.002148,8.570577,-0.395951,0.238983,0.394283,20.559696,-13.703012,-40.693752,-1.527436,-27.882232,3.209397,Walking
0.258662,4.980144,9.594448,-0.506094,0.170982,0.229232,20.561287,-12.97417,-40.923801,-2.2988,-26.494732,3.2751,Walking
0.50969,4.940177,9.3774,-0.262516,0.061175,0.041363,20.685867,-12.247682,-40.882572,-2.426183,-25.677066,3.39179,Walking
0.705932,4.700974,9.250164,-0.125709,-0.129348,-0.117979,20.605614,-11.889211,-41.073841,-2.033988,-25.22369,3.226819,Walking
-0.537682,4.710405,10.43495,-0.025172,0.122037,-0.416116,20.765507,-10.98899,-40.937038,-0.716311,-25.055501,3.995695,Walking
-0.395478,4.298611,9.227861,0.107455,0.020054,-0.426247,21.071629,-10.862227,-40.662441,0.81948,-25.184274,4.672186,Walking
-0.092059,4.407734,7.066655,0.222325,-0.186338,-0.460471,20.898758,-10.512776,-40.9799,2.45105,-25.627731,4.829363,Walking
0.355062,4.905898,6.324498,-0.021708,-0.25282,-0.476223,20.60207,-9.903955,-41.286762,4.141306,-25.503854,4.754515,Walking
1.632056,4.945715,6.699768,-0.601142,-0.899413,-0.418085,19.205585,-8.377564,-42.243954,5.605095,-23.838296,2.969476,Walking
2.739453,4.079317,9.641451,-1.195744,-1.032167,-0.570465,17.166817,-5.487994,-43.492847,7.436318,-20.55799,0.612983,Walking
1.568139,3.892505,11.82032,-0.459723,-0.425225,-1.27948,16.22123,-3.334495,-44.223797,11.217121,-18.933069,0.373167,Walking
1.207389,4.177812,13.391602,0.206962,-0.375202,-1.834067,15.570072,-1.469405,-44.354527,16.837011,-19.16963,1.205189,Walking
-0.534987,1.2023,14.378799,0.076655,0.109903,-2.04426,15.78006,-0.11782,-44.218792,23.168545,-19.273328,3.329451,Walking
-0.954715,1.137634,11.786789,0.928851,0.440649,-2.478586,16.49255,0.194079,-44.199665,30.926154,-21.068216,6.990728,Walking
0.592618,0.893193,5.748496,1.505811,-0.617185,-2.186449,15.753895,-0.832675,-44.401043,38.569065,-24.132646,8.559641,Walking
1.788331,1.168171,8.813971,0.687284,-0.868252,-2.035824,14.061897,-1.081628,-45.135624,45.561952,-25.521594,8.937174,Walking
1.315464,1.585353,10.757679,0.288536,-0.688457,-2.20265,12.640919,-0.181915,-45.570263,52.76038,-25.345972,10.053453,Walking
-0.121847,1.984274,15.355668,0.268031,-0.242493,-2.620877,11.909706,0.891064,-45.793697,61.12039,-24.739819,12.722515,Walking
-1.424288,1.641037,14.674584,0.719809,-0.006175,-2.632572,11.857555,1.100726,-45.914898,69.752529,-24.567169,16.192942,Walking
-0.343685,1.627565,10.278825,1.796136,-0.847215,-2.468922,10.521156,-0.791623,-46.195728,79.083754,-26.908352,18.138545,Walking
0.153281,1.851051,10.134525,1.510659,-1.503158,-2.045708,7.238785,-4.004256,-46.652981,87.273317,-29.305496,17.810311,Walking
0.199535,2.255809,9.328302,1.376862,-1.751814,-2.042312,4.131172,-6.456467,-46.679653,95.226245,-31.190244,16.86464,Walking
1.066832,2.393523,8.998238,0.755652,-2.281944,-1.810124,-0.008392,-8.215495,-46.626476,101.987904,-32.054105,14.084967,Walking
1.013991,2.027983,10.172845,0.236175,-2.388249,-1.870879,-4.020317,-9.312785,-46.207722,108.343587,-31.741812,10.53373,Walking
1.156046,1.285826,11.289224,-0.024396,-2.275492,-2.201453,-7.858438,-9.583987,-45.316311,115.431852,-30.705506,7.699194,Walking
-0.175884,1.018482,12.775783,-0.210985,-2.019596,-2.806421,-10.290886,-10.749713,-44.300617,124.194892,-29.270635,6.250222,Walking
-1.638642,1.527424,10.427915,0.612274,-1.468304,-3.228496,-11.351753,-13.169124,-43.345684,134.61448,-29.589544,7.088482,Walking
-2.117796,2.274221,8.147258,0.865292,-1.230838,-3.190684,-11.183302,-16.753139,-41.950832,145.298989,-30.694173,8.977523,Walking
-1.733395,2.606679,7.691755,0.609146,-1.320444,-2.641468,-10.975317,-19.685719,-40.795368,154.365932,-31.210921,10.083223,Walking
-1.516796,4.179758,7.750433,0.527878,-0.953778,-2.294867,-9.902035,-22.388786,-39.77515,162.058813,-31.386932,11.350836,Walking
-1.366658,4.878954,9.384136,0.349887,-0.848276,-1.638662,-9.286448,-23.614582,-39.447628,167.704728,-31.455498,12.041468,Walking
-3.285218,5.943091,11.735147,0.157033,-0.113606,-1.35798,-7.995321,-24.651207,-39.252453,172.039927,-31.093565,13.745265,Walking
-2.731669,5.013674,8.949889,0.22301,-0.669133,-0.469445,-8.105501,-25.31068,-39.452648,173.78671,-31.300318,13.291863,Walking
-1.677561,4.620591,7.64131,-0.233172,-1.267669,0.200407,-10.702635,-24.783741,-39.532879,172.846911,-30.867621,9.565693,Walking
-1.816024,4.160448,8.227491,-0.385651,-1.115442,0.280084,-13.177999,-23.991901,-39.297138,171.41612,-29.896972,5.78631,Walking
-1.182691,3.88068,8.501122,-0.253042,-0.946885,0.106227,-15.213108,-23.388321,-39.199879,170.564804,-29.117115,2.803848,Walking
-2.024989,3.743416,9.304501,-0.264614,-0.768071,-0.178991,-16.807486,-22.907005,-39.172321,170.627667,-28.310805,0.803516,Walking
-2.079476,3.711682,10.358609,-0.160355,-0.215271,-0.491856,-17.216692,-22.846527,-39.315403,171.791757,-27.771417,0.720628,Walking
-1.211131,3.023712,7.979008,-0.122551,-0.446002,-0.555222,-17.428429,-23.127663,-39.12962,173.168031,-27.349598,0.421558,Walking
-1.208138,3.078049,8.039332,0.0689,-0.052797,-0.843168,-16.949768,-23.859581,-39.154453,175.493879,-27.461611,1.304042,Walking
-1.535058,3.273992,8.174202,-0.126372,0.094868,-0.922979,-15.718533,-24.734001,-39.145466,178.12402,-27.014853,2.929877,Walking
-1.292562,3.512895,9.498348,-0.458978,0.075206,-0.756948,-14.696613,-24.524052,-39.694118,-179.736332,-25.738552,4.194966,Walking
-1.751358,4.126918,9.952055,-0.225075,-0.017223,-0.571759,-14.359129,-24.275089,-40.027348,-178.235434,-24.76006,4.872784,Walking
-1.453927,3.634292,11.170221,-0.713789,-0.043678,-0.018654,-14.290871,-23.477798,-40.668339,-178.383763,-23.111567,4.791774,Walking
-0.58678,4.388574,13.110487,-0.056007,0.538711,0.078238,-14.263762,-22.893948,-40.982479,-178.564384,-22.470942,5.438829,Walking
-3.803141,4.296665,6.093978,0.529512,-0.251707,-0.626117,-13.004671,-24.119267,-40.677113,-176.733179,-23.542116,6.288069,Walking
-0.753982,3.107987,4.310736,-0.160186,-1.12894,0.470263,-15.356052,-24.009109,-39.639576,-178.02391,-23.462534,2.666814,Walking
-1.228196,3.773353,6.4679,-0.419712,0.85985,0.368225,-14.780279,-22.722149,-40.63007,-179.504087,-22.299681,4.034253,Walking
-7.498806,7.910151,19.984492,-0.421473,2.223048,-0.352642,-10.620003,-22.01561,-42.441555,-178.993955,-20.919141,10.380077,Walking
1.586102,2.3561,9.804012,-1.669606,-5.118166,0.516856,-12.763824,-20.325912,-42.817188,-179.966621,-18.4364,7.129715,Walking
-0.679287,3.739973,7.753427,0.122554,-0.682979,-0.646082,-14.272001,-20.040604,-42.753056,-178.842666,-17.860546,5.256327,Walking
-1.188379,2.11121,5.93396,-0.143815,1.115907,-0.499715,-12.231033,-20.330967,-43.387859,-177.60679,-17.156277,8.255134,Walking
0.271984,2.74125,12.241095,-1.771609,0.744232,-0.065657,-11.355677,-16.94062,-45.122013,-178.185775,-12.417731,9.335901,Walking
-2.455943,1.758393,10.280023,-0.626026,-0.312154,-0.71727,-11.187975,-15.204675,-45.883602,-177.028362,-9.550735,9.29545,Walking
-1.873803,1.828298,9.168434,0.176077,0.618514,-0.336224,-9.926964,-15.742112,-46.226078,-175.861598,-9.74589,11.069117,Walking
-1.672921,1.160537,10.729987,-0.502262,0.71942,-0.473788,-7.846159,-15.050452,-47.077862,-175.065078,-8.291935,13.362978,Walking
-2.427352,-0.531245,10.612481,-0.765039,-0.963308,-1.194091,-8.945259,-13.929698,-47.191738,-172.588327,-5.50984,11.520987,Walking
-2.280957,0.086969,11.294313,-0.735442,-0.533207,-0.676896,-9.824469,-12.683887,-47.356197,-170.878839,-3.001592,9.798712,Walking
-1.569337,-0.348924,10.941497,-0.477941,-0.491732,-0.205282,-10.819206,-11.418103,-47.412853,-170.506628,-1.391465,8.419779,Walking
0.638273,0.05763,10.970986,0.111413,-1.016512,0.296588,-12.770231,-11.652377,-46.781132,-171.112434,-1.628782,5.627376,Walking
0.044308,-0.609532,10.664872,0.060394,-0.838074,-0.252651,-14.603954,-11.877997,-46.149998,-170.631923,-1.838089,3.129011,Walking
-0.701441,-0.331261,8.818612,0.037556,0.015088,-0.573987,-14.431627,-12.189677,-45.941364,-169.069014,-1.772876,2.942126,Walking
-1.305585,-0.150587,8.780591,-0.090893,0.439788,-0.627068,-13.039999,-12.565429,-46.30582,-167.299937,-1.466766,4.117933,Walking
-0.599952,0.03353,9.611812,-0.19275,0.188911,-0.433229,-12.145708,-12.558166,-46.658169,-166.009822,-0.805893,4.782916,Walking
-0.025746,0.216151,9.771231,-0.145031,0.020933,-0.213809,-11.759998,-12.215037,-46.480549,-165.328938,-0.26079,4.938203,Walking
-0.069007,0.174687,10.619068,-0.341258,0.125913,-0.27184,-11.312969,-11.667453,-46.767071,-164.607559,0.676023,5.233971,Walking
0.455652,0.583636,10.057435,-0.19631,0.097243,-0.146797,-10.835905,-11.210113,-47.001003,-164.182619,1.393369,5.533073,Walking
0.025148,0.624202,9.349857,0.032087,0.065099,-0.158252,-10.549131,-11.135093,-47.085194,-163.723724,1.455579,5.763041,Walking
-0.400717,0.689915,9.842932,-0.117415,0.340147,-0.268817,-9.794945,-10.857493,-46.944012,-162.939881,1.811952,6.601264,Walking
-0.915945,0.575853,10.138716,0.042818,0.241928,-0.199953,-8.91276,-10.789264,-46.854954,-162.328227,1.863387,7.320068,Walking
-0.902623,0.427511,11.539354,-0.058905,0.107737,-0.064137,-8.515112,-10.672299,-47.231441,-162.09204,2.027346,7.637296,Walking
-0.915197,0.154778,12.31055,-0.004493,-0.15491,0.124321,-8.722654,-10.320426,-47.177189,-162.427848,2.036379,7.293959,Walking
-0.645308,0.035327,12.374467,0.197281,-0.076768,0.265437,-9.08835,-10.441848,-46.997646,-163.077214,1.493004,7.007334,Walking
0.104932,-0.550705,13.989159,0.064707,-0.678937,0.282498,-10.386883,-10.569497,-46.497883,-163.861973,1.129939,5.368371,Walking
-0.745749,-0.896037,13.016482,0.209487,-1.174319,-0.005935,-12.692301,-10.972161,-45.809734,-163.966599,0.54529,2.171692,Walking
-0.125589,0.026046,7.684869,0.950709,-0.298758,0.207571,-13.635618,-12.417209,-44.872776,-164.372646,-1.876588,0.929262,Walking
-0.12978,1.528621,6.105953,1.236935,0.101751,0.312007,-13.542509,-14.881646,-44.226971,-165.10354,-5.374676,1.111222,Walking
-1.43806,1.665137,7.845635,0.654016,-0.151633,-0.309811,-13.471081,-16.853676,-43.659908,-164.35247,-7.422842,0.802205,Walking
-1.698069,1.575923,10.873987,0.00839,-0.36166,-0.537637,-13.631811,-17.479115,-43.045315,-162.81453,-7.637036,-0.015022,Walking
-1.286724,1.197659,10.620115,0.138213,-0.735485,-0.524877,-14.376194,-17.879066,-42.603611,-161.23547,-7.922141,-1.69642,Walking
-1.337768,1.023272,9.767339,0.234368,0.249558,-0.430279,-13.875334,-18.87846,-42.392216,-159.881969,-8.651461,-1.237471,Walking
-0.617466,0.86056,8.879385,0.251781,0.497873,-0.230031,-12.460352,-19.673473,-42.57481,-159.026286,-9.310682,0.331163,Walking
0.304617,0.732577,8.82879,0.36823,-0.035789,-0.090847,-11.974932,-20.617638,-42.187702,-158.548941,-10.338179,0.494121,Walking
0.219144,0.766107,9.254954,0.038417,0.186903,-0.278657,-11.39315,-21.142891,-42.066067,-157.603671,-10.582604,1.030438,Walking
0.374821,1.002914,9.596245,-0.010066,0.209425,-0.360674,-10.572214,-21.340549,-42.09631,-156.401698,-10.557108,1.84817,Walking
1.077759,1.084794,8.941207,0.094491,-0.115152,-0.375138,-10.191252,-21.899143,-42.110912,-155.144902,-10.695014,1.880315,Walking
0.582139,1.016237,10.527907,-0.237393,-0.091652,-0.712165,-9.777538,-21.686199,-42.019009,-153.046934,-10.06219,1.920291,Walking
-0.726739,0.344434,12.084221,-0.823697,-0.11689,-1.2982,-8.695627,-20.892155,-42.802448,-149.421462,-7.794692,2.134446,Walking
0.240999,0.895288,9.50224,0.002321,-0.148202,-0.907736,-7.689405,-21.126648,-43.195759,-146.401815,-7.310371,2.133676,Walking
0.576451,0.464933,9.097182,0.239083,0.275373,-0.90072,-6.315056,-22.120201,-42.562466,-143.620403,-7.847824,3.06032,Walking
0.862656,0.253872,11.415412,-0.082307,-0.312445,-1.0014,-5.134792,-22.428116,-42.868084,-140.514369,-7.498773,2.848534,Walking
-0.598456,-0.118853,11.583063,-0.721032,-0.535291,-1.530631,-4.657784,-21.510933,-43.526592,-136.091299,-5.50376,1.814664,Walking
-1.033301,1.021326,9.734258,-0.389069,0.676078,-1.148969,-2.168659,-20.831711,-43.820683,-132.362044,-4.062276,3.487744,Walking
-0.839005,1.596131,9.201964,0.398928,0.218295,-0.752066,-0.680485,-21.572289,-43.685436,-129.785244,-4.774509,4.56381,Walking
-1.143772,1.634152,10.435849,0.311254,-0.132636,-0.726823,0.041485,-22.135738,-43.256092,-127.364313,-5.549303,4.463033,Walking
-0.94738,1.830543,10.541229,0.376204,-0.076644,-0.629642,0.747658,-22.896214,-42.844326,-125.162205,-6.430887,4.418491,Walking
-0.92313,1.93293,10.606344,0.474942,0.02911,-0.552,1.58588,-23.873501,-42.340603,-123.18103,-7.60902,4.650342,Walking
-0.727188,2.165098,10.577005,0.618761,-0.046205,-0.420642,2.334888,-25.095119,-41.74802,-121.470142,-9.196985,4.790948,Walking
-0.680186,2.359244,9.948163,0.718435,-0.021548,-0.388791,2.833794,-26.414085,-40.8176,-119.825368,-11.091333,4.974628,Walking
-0.806074,2.212998,10.787916,0.439515,0.16557,-0.480795,3.860001,-27.332157,-39.986713,-118.025456,-12.339011,5.679617,Walking
-0.869093,1.896257,10.535841,0.374243,-0.069294,-0.525205,4.736683,-28.110779,-39.500813,-116.015317,-13.239015,5.917605,Walking
-0.62525,1.710343,8.88687,0.65389,-0.062943,-0.402378,5.332264,-29.255295,-38.704609,-114.276682,-14.860536,6.098861,Walking
-0.593665,2.060914,7.909552,0.892433,0.098092,-0.228893,5.931316,-30.611614,-37.34734,-112.948776,-17.222294,6.556681,Walking
-0.451012,2.251019,9.067993,0.635511,-0.168171,-0.22451,6.268887,-31.940941,-36.293652,-111.728036,-19.010254,6.425511,Walking
0.241448,1.629062,10.708581,-0.131924,-1.067498,-0.362306,5.251896,-31.761238,-36.621006,-110.388401,-18.811632,4.13592,Walking
0.913251,1.693728,10.085876,-0.327846,-0.771987,-0.409235,4.453178,-31.183983,-37.322117,-108.8543,-17.885639,2.077376,Walking
-0.034728,1.926793,7.841144,0.028676,0.078927,-0.736709,5.300583,-30.865017,-37.636181,-106.427909,-17.70885,2.758926,Walking
0.12035,2.233356,8.609796,-0.057051,0.166527,-0.895676,7.033192,-30.635368,-37.502232,-103.428711,-17.429684,4.01647,Walking
0.899629,1.916614,10.91141,-0.196662,-0.698843,-1.062164,7.889664,-29.97057,-38.287685,-99.986063,-16.688342,3.269401,Walking
1.436563,1.526675,11.916869,-0.161145,-1.215314,-1.341856,7.680637,-29.122776,-38.883297,-95.796356,-16.062426,1.008409,Walking
2.404749,1.164578,11.365565,-0.065555,-0.97665,-1.555729,8.034973,-28.332844,-39.518131,-90.883601,-15.808503,-0.601343,Walking
2.047442,0.387993,11.606564,-0.234436,-0.691546,-2.053579,9.349236,-27.020153,-39.911602,-84.639052,-15.2932,-1.054448,Walking
